,subject,predicate,rtype,object,operations,support_sentence
116,Mild,hasSpiciness,hasValue,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that pizzas in the Mild category have a gentle, subtle heat with no overpowering spiciness, directly implying that their spiciness level is Mild.)']"
117,MixedSeafoodTopping,hasSpiciness,only,Mild,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that this topping is ""typically mild in spiciness,"" which directly indicates that its spiciness value should be restricted to Mild.)']"
118,MixedSeafoodTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(The class description explains that this topping ""enhances your pizza experience,"" implying that it is used as a topping on Pizza.)']"
119,MozzarellaTopping,hasCountryOfOrigin,some,Country,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description mentions that ""its origins can be traced back to specific regions,"" which supports a relation to Country.)']"
120,MozzarellaTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that MozzarellaTopping has a ""mild flavor,"" implying its spiciness level is Mild.)']"
121,MozzarellaTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(The text notes that this topping ""is a staple in many pizzas,"" indicating it is used as a topping on Pizza.)']"
122,Mushroom,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['“...all sitting atop a classic pizza base that provides the perfect foundation.”']
123,Mushroom,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['“...features a delightful blend of toppings, including the rich creaminess of mozzarella...”']"
124,Mushroom,hasTopping,some,MushroomTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['“...features a delightful blend of toppings, including the earthy flavor of mushrooms...”']"
125,Mushroom,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['“...features a delightful blend of toppings, including the tangy freshness of tomatoes.”']"
126,MushroomTopping,hasSpiciness,value,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""Known for its mild taste, it pairs beautifully with a variety of cheeses and sauces, indicating that this topping is characterized by a Mild spiciness."")']"
127,MushroomTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""This topping is a delightful addition to any pizza, which implies that MushroomTopping must be associated with Pizza as a topping."")']"
128,NamedPizza,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['NamedPizza ... must be built on a foundation of a pizza base.']
129,Napoletana,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The base is a classic pizza crust, which serves as the perfect foundation for these ingredients.']"
130,Napoletana,hasTopping,some,AnchoviesTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['It is characterized by its distinct combination of toppings that must include anchovies.']
131,Napoletana,hasTopping,some,CaperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['It is characterized by its distinct combination of toppings that must include capers.']
132,Napoletana,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}",['It is characterized by its distinct combination of toppings that must include mozzarella.']
133,Napoletana,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['It is characterized by its distinct combination of toppings that must include olives.']
134,Napoletana,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['It is characterized by its distinct combination of toppings that must include tomatoes.']
135,NonVegetarianPizza,hasTopping,some,MeatTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PizzaTopping'], 'specialize': []}","['(The class description states that NonVegetarianPizza “is characterized by the inclusion of meat or other non-vegetarian ingredients” and specifically mentions classic combinations like “pepperoni and sausage,” which are typical examples of MeatTopping.)']"
136,NutTopping,hasIngredient,some,PineKernels,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': [], 'specialize': []}","['(The description mentions NutTopping ""typically consist[ing] of various nuts"" and within our class hierarchy, PineKernels is the listed concept under NutTopping.)']"
137,NutTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states ""With a mild spiciness, it enhances the overall taste…"" indicating that NutTopping should be associated with the Spiciness level Mild.)']"
138,NutTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(Since NutTopping is used to enhance and elevate ""any pizza experience,"" it implies that NutTopping is a topping applied to Pizza.)']"
139,OliveTopping,hasSpiciness,hasValue,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that OliveTopping ""offers a mild taste that complements other ingredients without overpowering them,"" implying that its spiciness is Mild.)']"
140,OnionTopping,hasSpiciness,hasValue,Medium,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['Known for its medium level of spiciness']
141,OnionTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}",['This delightful topping adds a burst of flavor to any pizza']
142,ParmaHamTopping,hasSpiciness,hasValue,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The class description states that its taste is “mild,” meaning its flavor complements other ingredients without overpowering them.)']"
143,ParmaHamTopping,isToppingOf,hasValue,Pizza,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(The description notes that this topping “is often enjoyed on pizzas,” implying its intended use is as a pizza topping.)']"
144,Parmense,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""The base is a classic pizza crust, providing the perfect foundation for this delicious combination."")']"
145,Parmense,hasTopping,some,AsparagusTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""This delightful pizza variety is characterized by a harmonious blend of toppings, featuring tender asparagus."")']"
146,Parmense,hasTopping,some,HamTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['MeatTopping'], 'specialize': []}","['(""Featuring savory ham, which plays a vital role in creating a unique flavor profile."")']"
147,Parmense,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""Featuring creamy mozzarella as one of the key ingredients."")']"
148,Parmense,hasTopping,some,ParmesanTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""Featuring rich Parmesan, further contributing to its distinctive taste."")']"
149,Parmense,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Featuring fresh tomatoes to round out the memorable blend of flavors."")']"
150,ParmesanTopping,hasSpiciness,only,Mild,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Known for its mild character"" (the description states that this topping is “known for its mild character,” and within the hierarchy Spiciness includes Mild).']"
151,PeperonataTopping,hasSpiciness,some,Medium,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","[""The description states that PeperonataTopping brings a 'medium level of spiciness,' so it must be restricted to have the spiciness value Medium.""]"
152,PeperonataTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['Since the topping enhances the overall flavor profile of a pizza dish, it is restricted to being a topping of Pizza.']"
153,PeperoniSausageTopping,hasSpiciness,some,Medium,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['“adds a medium level of spiciness to pizzas”']
154,PeperoniSausageTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}",['“enhancing the overall flavor profile of your favorite pie”']
155,PepperTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""The description’s mention of a \'hint of sweetness\' suggests a mild flavor profile rather than an aggressively spicy one, aligning with the Mild spiciness value in the hierarchy."")']"
156,PepperTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""When sliced and scattered across the cheesy surface, it brings a satisfying crunch and elevates the overall taste experience, making it a favorite among pizza lovers."")']"
157,PetitPoisTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""small, tender green peas bring a mild flavor"" and ""Their mild taste allows them to complement a variety of other toppings"")']"
158,PetitPoisTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""This delightful addition to your pizza"" indicates that PetitPoisTopping is used as a topping on pizzas)']"
159,PineKernels,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The class description states that PineKernels are ""known for their mild taste,"" which supports assigning a spiciness level of Mild.']"
160,PineKernels,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['The description explains that these kernels ""elevate the overall experience"" when sprinkled on pizzas (e.g., a classic margherita), indicating that they are used as a topping on Pizza.']"
161,Pizza,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasIngredient'], 'generalize': [], 'specialize': []}","['This delightful dish is typically consisting of a flat, round base that is baked until golden and crispy, making the choice of base a crucial aspect of crafting the perfect bite.']"
162,Pizza,hasSpiciness,only,Spiciness,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that spiciness “represents a way to describe the heat level of a dish, particularly in the context of pizza” and the spiciness category ranges “from pleasantly mild to intensely hot,” so any Pizza must have its heat level specified by a value from the Spiciness category—in our ontology, this is captured by the property restriction that a Pizza’s hasSpiciness property can only have values in Spiciness, whose members are Hot, Medium, and Mild.)']"
163,Pizza,hasSpiciness,some,Medium,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description notes that this level “strikes a balance between mild and hot, providing just the right amount of kick” and is popular among pizza lovers, so pizzas featuring toppings with a Medium spiciness level meet this restriction.']"
164,Pizza,hasTopping,some,PizzaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasIngredient'], 'generalize': [], 'specialize': []}","['It serves as a canvas for a variety of toppings, including savory sauces, rich cheeses, and an array of meats, vegetables, and herbs, which highlights the importance of toppings in this culinary creation.']"
165,PizzaBase,isBaseOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['PizzaBase is described as the foundational element of a pizza that serves as the canvas for toppings,"" which implies that every PizzaBase must serve as the base of some Pizza (using the Pizza concept from the hierarchy).']"
166,PizzaTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['The description states that these ingredients “play a crucial role in defining the overall character of the dish,” implying that every PizzaTopping must be a topping of some Pizza.']"
167,PolloAdAstra,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The crust is built on a classic pizza base, with PizzaBase being the appropriate concept in the class hierarchy.']"
168,PolloAdAstra,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The distinctive Cajun kick implies a spiciness level of Hot, as defined in the Spiciness partition.']"
169,PolloAdAstra,hasTopping,some,CajunSpiceTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['A blend of spices gives it a distinctive Cajun kick, corresponding to the CajunSpiceTopping in HerbSpiceTopping.']"
170,PolloAdAstra,hasTopping,some,ChickenTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['MeatTopping'], 'specialize': []}","['Featuring tender chicken, which is represented by the ChickenTopping in the class hierarchy.']"
171,PolloAdAstra,hasTopping,some,GarlicTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['It is topped with fresh garlic, matching GarlicTopping from the VegetableTopping branch.']"
172,PolloAdAstra,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['The pizza is adorned with creamy mozzarella, which is modeled by MozzarellaTopping under CheeseTopping.']"
173,PolloAdAstra,hasTopping,some,RedOnionTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['OnionTopping'], 'specialize': []}","['Vibrant red onions are included, aligning with RedOnionTopping in the OnionTopping subclass.']"
174,PolloAdAstra,hasTopping,some,SlicedTomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['TomatoTopping'], 'specialize': []}","['Juicy tomatoes are featured, corresponding to the tomato topping SlicedTomatoTopping from TomatoTopping.']"
175,PolloAdAstra,hasTopping,some,SweetPepperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PepperTopping'], 'specialize': []}","['It also includes sweet peppers, represented by SweetPepperTopping (a subclass of PepperTopping).']"
176,PrawnsTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""With a mild spiciness, it complements a variety of ingredients without overwhelming them."")']"
177,PrawnsTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""This topping is designed to elevate the pizza experience by bringing the delightful taste of the ocean to your pizza."")']"
178,PrinceCarlo,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['“The base is crafted to provide the perfect foundation for these ingredients.”']
179,PrinceCarlo,hasTopping,some,LeekTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['“This delightful pizza features savory leeks.”']
180,PrinceCarlo,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}",['“It features creamy mozzarella.”']
181,PrinceCarlo,hasTopping,some,ParmesanTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['“The blend of toppings includes rich Parmesan.”']
182,PrinceCarlo,hasTopping,some,RosemaryTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['HerbSpiceTopping'], 'specialize': []}",['“It is accented with fragrant rosemary.”']
183,PrinceCarlo,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['“The pizza is finished with fresh tomatoes.”']
184,QuattroFormaggi,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","[""“It's crafted on a traditional pizza base, ensuring that each bite is both satisfying and delicious.” (The pizza’s foundation is explicitly described as a traditional pizza base.)""]"
185,QuattroFormaggi,hasTopping,only,CheeseTopping,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': ['PizzaTopping'], 'specialize': []}","['“This delightful pizza is a celebration of cheese, featuring a rich blend of four distinct varieties…” (All toppings on this pizza are implied to be cheese-based.)']"
186,RealItalianPizza,hasBase,some,ThinAndCrispyBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The class description states that this pizza “is characterized by its deliciously thin and crispy crust,” which implies the use of the ThinAndCrispyBase from the PizzaBase hierarchy.']"
187,RealItalianPizza,hasCountryOfOrigin,some,Country,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description specifies that “only those pizzas that originate from the Italian region can be classified as such,” requiring a country of origin that falls within the Country concept in the class hierarchy.']"
188,RedOnionTopping,hasSpiciness,only,Medium,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['With a medium level of spiciness, it enhances the overall taste experience without overwhelming the palate.']"
189,RocketTopping,hasSpiciness,exactly,Medium,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""This topping adds a unique flavor to pizzas, bringing a medium level of spiciness that enhances the overall taste."")']"
190,RocketTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""...making a delightful addition to various pizza combinations."")']"
191,Rosa,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""Each slice is crafted with a specific type of pizza base that complements the toppings perfectly"")']"
192,Rosa,hasTopping,some,GorgonzolaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""features a harmonious blend of Gorgonzola topping"")']"
193,Rosa,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""features a harmonious blend of ... Mozzarella toppings"")']"
194,Rosa,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""features a harmonious blend of ... Tomato toppings, ensuring every bite is rich and flavorful"")']"
195,RosemaryTopping,hasSpiciness,hasValue,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['(The class description states that the topping “enhances it with its mild spiciness.”)']
196,SauceTopping,hasSpiciness,some,Spiciness,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description’s reference to “a distinct character” for each sauce topping suggests variability in flavor intensity, which can be expressed via spiciness (with values like Hot, Medium, or Mild found in the class hierarchy).']"
197,SauceTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['The description states that sauce toppings “play a crucial role in unifying the overall flavor profile of the pizza” by being spread over it, implying that every SauceTopping must be linked to at least one Pizza.']"
198,Siciliana,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The base is crafted from a traditional pizza dough, providing the perfect foundation for this medley of ingredients.']"
199,Siciliana,hasTopping,some,AnchoviesTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Each slice is adorned with anchovies, contributing a distinctive briny flavor.']"
200,Siciliana,hasTopping,some,ArtichokeTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Each slice is adorned with artichokes, adding a fresh, slightly nutty taste.']"
201,Siciliana,hasTopping,some,GarlicTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Each slice is adorned with garlic, offering a robust aromatic note.']"
202,Siciliana,hasTopping,some,HamTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['MeatTopping'], 'specialize': []}","['Each slice is adorned with ham, delivering a savory, meaty component.']"
203,Siciliana,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['Each slice is adorned with mozzarella, ensuring every bite is rich and creamy.']"
204,Siciliana,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Each slice is adorned with olives, providing a slightly briny flavor.']"
205,Siciliana,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Each slice is adorned with tomatoes, adding juicy freshness and a classic Italian touch.']"
206,SlicedTomatoTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['Known for its mild taste']
207,SlicedTomatoTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}",['This delightful topping adds a fresh and juicy element to any pizza']
208,SloppyGiuseppe,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states ""featuring a base topped with a rich medley of ingredients,"" indicating that SloppyGiuseppe must have a PizzaBase.)']"
209,SloppyGiuseppe,hasTopping,some,GreenPepperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PepperTopping'], 'specialize': []}","['(The description mentions ""the vibrant crunch of green peppers,"" which implies that a green pepper topping is used.)']"
210,SloppyGiuseppe,hasTopping,some,HotSpicedBeefTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The phrase ""the savory kick of hot spiced beef"" clearly supports the addition of a HotSpicedBeefTopping.)']"
211,SloppyGiuseppe,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(It is noted that the pizza includes ""the creamy goodness of mozzarella cheese,"" requiring a MozzarellaTopping.)']"
212,SloppyGiuseppe,hasTopping,some,OnionTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(The description refers to ""the sweetness of onions,"" thus indicating that an OnionTopping is present.)']"
213,SloppyGiuseppe,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(The description mentions ""the tanginess of tomatoes,"" thereby necessitating a TomatoTopping.)']"
214,Soho,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""features a harmonious blend of flavors, showcasing a base that perfectly supports a medley of toppings."")']"
215,Soho,hasTopping,some,GarlicTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""each slice is adorned with the rich taste of garlic."")']"
216,Soho,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""each slice is adorned with the creamy goodness of mozzarella."")']"
217,Soho,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""each slice is adorned with the briny essence of olives."")']"
218,Soho,hasTopping,some,ParmesanTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""each slice is adorned with the nutty notes of parmesan."")']"
219,Soho,hasTopping,some,RocketTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""each slice is adorned with the fresh zest of rocket."")']"
220,Soho,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""each slice is adorned with the classic tang of tomatoes."")']"
221,SpicyPizza,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description emphasizes ""bold and fiery flavors"" and a ""tantalizing blend of heat,"" implying that a SpicyPizza must exhibit a high level of spiciness, here represented by the Spiciness concept Hot.)']"
222,SpicyPizza,hasTopping,some,PepperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description specifically mentions the ""addition of spicy peppers,"" indicating that at least one topping contributing to its piquant character is a type of PepperTopping.)']"
223,SpicyPizza,hasTopping,some,SauceTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PizzaTopping'], 'specialize': []}","['(The description also refers to ""zesty sauces"" as part of the blend of flavors, suggesting that a SpicyPizza may include a topping from the SauceTopping category to enhance its heat and complexity.)']"
224,SpicyPizzaEquivalent,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description’s emphasis on a ""distinct level of heat"" and the spicy flavor profile aligns with a \'Hot\' spiciness level, as defined in the class hierarchy.']"
225,SpicyPizzaEquivalent,hasTopping,some,HerbSpiceTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description notes that the pizza includes toppings that ""bring a distinct level of heat"" and ""a fiery kick,"" which supports the inclusion of a topping from HerbSpiceTopping (e.g., CajunSpiceTopping).']"
226,SpicyTopping,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description states that SpicyTopping delivers a ""fiery kick"" and ""heat level"" that excites taste buds, indicating it must be associated with a high spiciness value (Hot) from the Spiciness partition.']"
227,SpinachTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['It is known for its mild taste, indicating that any instance of SpinachTopping must have a spiciness value of Mild.']"
228,SpinachTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['The description notes that SpinachTopping enhances both the flavor and visual appeal of a pizza, implying it is used as a topping on pizzas.']"
